Date,total_sales,total_customers,open_stores,promo_stores,year,month,day_of_week,avg_sales_per_store
2015-04-06,272921,46082,32,0,2015,4,1,8528.78125
2015-04-07,7896155,912879,1115,0,2015,4,2,7081.7533632286995
2015-04-08,6790649,791580,1115,0,2015,4,3,6090.268161434978
2015-04-09,6560475,778310,1112,0,2015,4,4,5899.707733812949
2015-04-10,6669239,779693,1115,0,2015,4,5,5981.380269058296
2015-04-11,6445499,710360,1115,0,2015,4,6,5780.716591928252
2015-04-12,244956,41948,32,0,2015,4,7,7654.875
2015-04-13,11075002,1043979,1115,1115,2015,4,1,9932.737219730941
2015-04-14,9166055,916519,1115,1115,2015,4,2,8220.677130044844
2015-04-15,8002511,836546,1113,1115,2015,4,3,7190.03683737646
2015-04-16,8396675,873849,1115,1115,2015,4,4,7530.650224215246
2015-04-17,8738327,898600,1115,1115,2015,4,5,7837.0645739910315
2015-04-18,6569186,728846,1115,0,2015,4,6,5891.6466367713
2015-04-19,237342,42188,32,0,2015,4,7,7416.9375
2015-04-20,6588863,794027,1115,0,2015,4,1,5909.2941704035875
2015-04-21,6039464,739265,1115,0,2015,4,2,5416.559641255605
2015-04-22,6082195,721392,1115,0,2015,4,3,5454.883408071749
2015-04-23,6153519,733577,1115,0,2015,4,4,5518.8511210762335
2015-04-24,6367560,755706,1115,0,2015,4,5,5710.816143497758
2015-04-25,6305451,696241,1115,0,2015,4,6,5655.113004484305
2015-04-26,234093,40302,32,0,2015,4,7,7315.40625
2015-04-27,10605500,996696,1115,1115,2015,4,1,9511.659192825113
2015-04-28,9302980,909175,1114,1115,2015,4,2,8350.96947935368
2015-04-29,9517703,939254,1115,1115,2015,4,3,8536.056502242152
2015-04-30,11327847,1113383,1115,1115,2015,4,4,10159.504035874439
2015-05-01,264231,42819,20,1115,2015,5,5,13211.55
2015-05-02,8764984,915373,1115,0,2015,5,6,7860.972197309417
2015-05-03,249207,42447,33,0,2015,5,7,7551.727272727273
2015-05-04,10995906,1065526,1114,1115,2015,5,1,9870.65170556553
2015-05-05,8778928,886062,1113,1115,2015,5,2,7887.62623539982
2015-05-06,8633577,879193,1113,1115,2015,5,3,7757.032345013477
2015-05-07,8550616,887351,1114,1115,2015,5,4,7675.597845601436
2015-05-08,8665512,913318,1114,1115,2015,5,5,7778.736086175943
2015-05-09,7157061,779642,1114,0,2015,5,6,6424.650807899461
2015-05-10,251720,42202,32,0,2015,5,7,7866.25
2015-05-11,6732629,800067,1114,0,2015,5,1,6043.652603231598
2015-05-12,6686277,782603,1114,0,2015,5,2,6002.043985637343
2015-05-13,8147927,924442,1114,0,2015,5,3,7314.117594254937
2015-05-14,289247,47393,32,0,2015,5,4,9038.96875
2015-05-15,8596524,938343,1115,0,2015,5,5,7709.886995515695
2015-05-16,6497847,709961,1115,0,2015,5,6,5827.665470852018
2015-05-17,255680,43701,32,0,2015,5,7,7990.0
2015-05-18,10603240,1025750,1115,1115,2015,5,1,9509.632286995517
2015-05-19,8925994,899009,1115,1115,2015,5,2,8005.375784753363
2015-05-20,8355497,850503,1115,1115,2015,5,3,7493.719282511211
2015-05-21,8228411,861101,1115,1115,2015,5,4,7379.740807174888
2015-05-22,8352281,882255,1115,1115,2015,5,5,7490.834977578475
2015-05-23,6773815,740456,1115,0,2015,5,6,6075.170403587444
2015-05-24,261385,43987,32,0,2015,5,7,8168.28125
2015-05-25,299473,49127,33,0,2015,5,1,9074.939393939394
2015-05-26,7776413,873761,1115,0,2015,5,2,6974.361434977578
2015-05-27,6876443,778621,1115,0,2015,5,3,6167.213452914798
2015-05-28,6974793,780710,1115,0,2015,5,4,6255.419730941704
2015-05-29,8372820,886423,1115,0,2015,5,5,7509.255605381166
2015-05-30,7546769,776523,1115,0,2015,5,6,6768.40269058296
2015-05-31,278690,45179,32,0,2015,5,7,8709.0625
2015-06-01,11743615,1075005,1115,1115,2015,6,1,10532.390134529149
2015-06-02,9925193,956819,1115,1115,2015,6,2,8901.518385650224
2015-06-03,9731791,971728,1114,1115,2015,6,3,8735.89856373429
2015-06-04,3534231,398780,432,1115,2015,6,4,8181.090277777777
2015-06-05,9724893,984452,1115,1115,2015,6,5,8721.877130044842
2015-06-06,6478518,714799,1115,0,2015,6,6,5810.330044843049
2015-06-07,262497,45460,33,0,2015,6,7,7954.454545454545
2015-06-08,7366781,830740,1115,0,2015,6,1,6606.978475336323
2015-06-09,6865990,781538,1115,0,2015,6,2,6157.838565022422
2015-06-10,6524741,752884,1115,0,2015,6,3,5851.785650224215
2015-06-11,6553081,766056,1115,0,2015,6,4,5877.20269058296
2015-06-12,6606431,765201,1114,0,2015,6,5,5930.36894075404
2015-06-13,6510261,705240,1114,0,2015,6,6,5844.04039497307
2015-06-14,269533,45271,32,0,2015,6,7,8422.90625
2015-06-15,11570100,1059425,1114,1115,2015,6,1,10386.08617594255
2015-06-16,9636747,938541,1114,1115,2015,6,2,8650.58078994614
2015-06-17,8618478,869642,1114,1115,2015,6,3,7736.51526032316
2015-06-18,8191358,840098,1114,1115,2015,6,4,7353.104129263914
2015-06-19,8458252,870773,1114,1115,2015,6,5,7592.685816876122
2015-06-20,6390661,699305,1114,0,2015,6,6,5736.679533213644
2015-06-21,249849,42139,32,0,2015,6,7,7807.78125
2015-06-22,6552538,753428,1114,0,2015,6,1,5881.9910233393175
2015-06-23,6292372,732852,1114,0,2015,6,2,5648.448833034111
2015-06-24,6257424,731349,1114,0,2015,6,3,5617.077199281867
2015-06-25,6211764,732294,1114,0,2015,6,4,5576.089766606822
2015-06-26,6634687,760594,1115,0,2015,6,5,5950.3919282511215
2015-06-27,6538314,698346,1115,0,2015,6,6,5863.958744394618
2015-06-28,262669,44422,32,0,2015,6,7,8208.40625
2015-06-29,11916672,1049017,1115,1115,2015,6,1,10687.598206278028
2015-06-30,11483932,1028931,1115,1115,2015,6,2,10299.490582959641
2015-07-01,8989672,894404,1115,1115,2015,7,3,8062.486098654708
2015-07-02,8446293,864389,1114,1115,2015,7,4,7581.950628366248
2015-07-03,8530388,874644,1114,1115,2015,7,5,7657.439856373429
2015-07-04,6054276,667899,1114,0,2015,7,6,5434.7181328545785
2015-07-05,269248,47757,33,0,2015,7,7,8159.030303030303
2015-07-06,7540473,847590,1114,0,2015,7,1,6768.826750448833
2015-07-07,6393024,743604,1114,0,2015,7,2,5738.800718132855
2015-07-08,6915625,771409,1114,0,2015,7,3,6207.921903052064
2015-07-09,6938182,783525,1114,0,2015,7,4,6228.170556552962
2015-07-10,7064909,798748,1114,0,2015,7,5,6341.92908438061
2015-07-11,6262022,689285,1113,0,2015,7,6,5626.25516621743
2015-07-12,277047,45392,32,0,2015,7,7,8657.71875
2015-07-13,10841267,1004988,1113,1115,2015,7,1,9740.58131176999
2015-07-14,9340405,912004,1113,1115,2015,7,2,8392.097933513029
2015-07-15,8756137,880247,1113,1115,2015,7,3,7867.149146451034
2015-07-16,8373873,868234,1112,1115,2015,7,4,7530.461330935252
2015-07-17,7949337,833653,1112,1115,2015,7,5,7148.684352517986
2015-07-18,6448982,699331,1113,0,2015,7,6,5794.233602875112
2015-07-19,298418,48005,32,0,2015,7,7,9325.5625
2015-07-20,7339321,822322,1113,0,2015,7,1,6594.178796046721
2015-07-21,6356482,738827,1113,0,2015,7,2,5711.124887690926
2015-07-22,6110388,710055,1113,0,2015,7,3,5490.016172506738
2015-07-23,6687068,760655,1113,0,2015,7,4,6008.14734950584
2015-07-24,6601325,754252,1113,0,2015,7,5,5931.109613656783
2015-07-25,6021666,643434,1113,0,2015,7,6,5410.301886792453
2015-07-26,285865,46990,32,0,2015,7,7,8933.28125
2015-07-27,10707292,970462,1113,1115,2015,7,1,9620.208445642407
2015-07-28,9115073,876092,1113,1115,2015,7,2,8189.643306379156
2015-07-29,8499962,828524,1113,1115,2015,7,3,7636.982929020665
2015-07-30,8798854,858547,1113,1115,2015,7,4,7905.529200359389
2015-07-31,10109742,968620,1113,1115,2015,7,5,9083.32614555256
