Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,total_sales,total_customers,avg_daily_sales,avg_daily_customers,operating_days
469,c,c,710.0,9.0,2005.0,0,,,,9330742,1192174,11901.456632653062,1520.6301020408164,784
470,a,c,50.0,,,0,,,,10174712,1377377,13111.742268041236,1774.9703608247423,776
471,d,a,5300.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",4422266,367107,7109.752411575562,590.2041800643087,622
472,c,c,5030.0,8.0,2011.0,0,,,,4080447,543274,5204.651785714285,692.9515306122449,784
473,a,a,50.0,,,0,,,,2767243,378998,3552.3016688061616,486.5186136071887,779
474,c,a,14810.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec",5885972,576183,7526.818414322251,736.806905370844,782
475,a,a,140.0,9.0,2005.0,0,,,,5023680,761981,6473.81443298969,981.9342783505155,776
476,d,a,8300.0,9.0,2006.0,0,,,,4564251,506843,5851.6038461538465,649.7987179487179,780
477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",3864914,279830,6213.688102893891,449.887459807074,622
478,d,c,1940.0,3.0,2012.0,0,,,,5336648,548324,6806.948979591837,699.3928571428571,784
479,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",8782548,1039144,11230.879795396419,1328.8286445012789,782
480,a,a,300.0,11.0,2012.0,0,,,,3869738,488793,4935.890306122449,623.4604591836735,784
481,c,c,7470.0,,,1,44.0,2012.0,"Feb,May,Aug,Nov",4026351,372314,5155.379001280409,476.7144686299616,781
482,c,a,2550.0,10.0,2005.0,0,,,,6517671,720149,8334.617647058823,920.9066496163683,782
483,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3859771,507014,4948.424358974359,650.0179487179487,780
484,a,c,14300.0,3.0,2011.0,0,,,,6050653,580053,7717.669642857143,739.8635204081633,784
485,d,c,3270.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",3029769,261854,4871.011254019292,420.9871382636656,622
486,a,a,2320.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3323793,405098,4266.7432605905005,520.0231065468549,779
487,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",5487451,530591,6999.2997448979595,676.7742346938776,784
488,a,c,2890.0,4.0,2014.0,0,,,,2890074,304193,3686.3188775510203,388.0012755102041,784
489,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",5698967,506711,7306.367948717949,649.6294871794872,780
490,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",5131331,661634,8249.728295819936,1063.7202572347267,622
491,d,c,4680.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec",5242001,409706,6746.462033462033,527.2921492921492,777
492,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",4825503,709936,7859.125407166124,1156.2475570032573,614
493,d,c,1150.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6462326,629636,8295.668806161746,808.2618741976894,779
494,b,a,1260.0,6.0,2011.0,0,,,,7205637,1016989,7649.296178343949,1079.6061571125265,942
495,d,a,5470.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",4005216,306840,5154.718146718146,394.9034749034749,777
496,d,c,2780.0,6.0,2015.0,0,,,,6059458,650918,7728.900510204082,830.2525510204082,784
497,a,c,1610.0,,,0,,,,7077518,871875,9062.122919334188,1116.3572343149808,781
498,a,a,990.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4351844,550201,6996.5337620578775,884.5675241157556,622
499,c,c,450.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",4006203,573176,5155.988416988417,737.6782496782497,777
500,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",3330211,246036,5354.036977491962,395.55627009646304,622
501,a,c,1620.0,9.0,2006.0,0,,,,3345228,365618,5378.180064308682,587.8102893890675,622
502,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",8377408,1176212,10823.524547803618,1519.653746770026,774
503,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5224595,367061,6698.198717948718,470.5910256410256,780
504,c,c,820.0,,,0,,,,5231756,747470,6673.158163265306,953.405612244898,784
505,a,a,350.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",3711170,462013,4776.280566280566,594.6113256113256,777
506,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",5905867,655686,7581.344030808729,841.7021822849807,779
507,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",6587045,517083,8455.770218228497,663.777920410783,779
508,a,c,1280.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",5251735,514110,6767.6997422680415,662.5128865979382,776
509,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",4783674,404802,6125.062740076824,518.3124199743918,781
510,a,c,8260.0,,,0,,,,6385260,656074,8196.739409499358,842.2002567394095,779
511,a,a,2060.0,9.0,2009.0,0,,,,4439259,635509,5662.320153061224,810.5982142857143,784
512,b,b,590.0,,,1,5.0,2013.0,"Mar,Jun,Sept,Dec",4105679,959539,5510.978523489933,1287.971812080537,745
513,a,a,400.0,8.0,2013.0,0,,,,14252406,1643527,18179.089285714286,2096.3354591836733,784
514,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",3580238,375667,5756.009646302251,603.9662379421222,622
515,d,c,11260.0,,,1,9.0,2011.0,"Feb,May,Aug,Nov",7056301,575142,9058.152759948653,738.3080872913993,779
516,a,c,20.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec",4579807,592467,5879.084724005134,760.5481386392811,779
517,a,c,22490.0,,,0,,,,4525491,494050,5962.438735177866,650.9222661396575,759
518,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3653972,314185,5865.123595505618,504.3097913322632,623
519,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",4160155,438316,5306.320153061224,559.0765306122449,784
520,a,c,6900.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec",3033870,323837,3869.7321428571427,413.0573979591837,784
521,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",4036010,332238,5181.014120667523,426.4929396662388,779
522,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",5122860,394373,8222.889245585875,633.0224719101124,623
523,c,c,50.0,11.0,2013.0,0,,,,12175995,1397803,15530.605867346938,1782.9119897959183,784
524,a,c,40860.0,9.0,2013.0,0,,,,6793232,721100,7710.819523269012,818.5017026106697,881
525,d,c,1870.0,9.0,2013.0,0,,,,8012460,685569,10233.026819923372,875.5670498084291,783
526,a,a,120.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec",8312841,1139140,10630.231457800512,1456.700767263427,782
527,d,c,5830.0,4.0,2008.0,0,,,,8383796,781383,10734.693982074265,1000.4903969270166,781
528,a,c,20620.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",8338762,744295,10704.444159178434,955.4492939666238,779
529,d,c,12920.0,9.0,2012.0,0,,,,6133846,596775,7823.783163265306,761.1926020408164,784
530,a,c,18160.0,,,0,,,,4198697,680230,4634.323399558499,750.8057395143488,906
531,a,c,4030.0,,,0,,,,3843117,470876,4901.934948979592,600.6071428571429,784
532,a,c,1070.0,8.0,2010.0,0,,,,8487100,996269,10894.865211810013,1278.9075738125803,779
533,a,c,5950.0,,,0,,,,7505547,701034,9659.648648648648,902.2316602316603,777
534,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",4684684,354298,7519.556982343499,568.6966292134831,623
535,a,a,3570.0,4.0,2007.0,0,,,,6322186,718716,8115.771501925546,922.6136071887034,779
536,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",6484095,687884,8323.613607188703,883.0346598202824,779
537,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",4335799,469489,5580.178893178893,604.2329472329473,777
538,a,a,990.0,2.0,2010.0,0,,,,3025475,445253,3859.0242346938776,567.9247448979592,784
539,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",7035419,710498,11310.963022508038,1142.2797427652733,622
540,d,c,810.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct",3513672,243396,5648.990353697749,391.3118971061093,622
541,a,c,650.0,7.0,1990.0,0,,,,5235513,667668,6720.812580231065,857.0834403080873,779
542,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",3885411,330680,6246.641479099679,531.6398713826367,622
543,c,a,1080.0,12.0,2012.0,0,,,,2179287,187583,2790.3802816901407,240.18309859154928,781
544,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",10993709,1439156,14094.498717948718,1845.071794871795,780
545,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",8284865,799891,10635.256739409499,1026.8177150192555,779
546,a,a,580.0,1.0,2005.0,0,,,,10726323,1271083,13681.53443877551,1621.279336734694,784
547,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",3578049,275078,5752.490353697749,442.2475884244373,622
548,d,c,3760.0,2.0,2009.0,0,,,,3896082,307908,5066.426527958388,400.4005201560468,769
549,a,c,2330.0,,,0,,,,3639890,429407,4642.716836734694,547.7130102040817,784
550,d,c,50.0,6.0,2015.0,0,,,,4665403,387883,5973.627400768246,496.6491677336748,781
551,a,c,2190.0,9.0,2013.0,0,,,,5142553,774390,6559.378826530612,987.7423469387755,784
552,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",6030778,538809,7721.866837387965,689.8962868117798,781
553,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",5468991,496306,7038.598455598456,638.7464607464608,777
554,c,c,1200.0,,,0,,,,3513115,428076,4481.014030612245,546.015306122449,784
555,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",3223315,298433,5173.860353130016,479.0256821829856,623
556,d,c,1140.0,11.0,2014.0,0,,,,5620964,650457,7178.753512132823,830.7241379310345,783
557,a,a,250.0,,,0,,,,3410036,525941,4383.079691516709,676.0167095115681,778
558,a,a,3000.0,2.0,2010.0,0,,,,2541355,355175,3241.5242346938776,453.02933673469386,784
559,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",4588710,585217,5882.961538461538,750.2782051282052,780
560,c,c,1910.0,7.0,2013.0,0,,,,10168806,1225287,13612.859437751003,1640.2771084337348,747
561,d,a,14300.0,,,0,,,,5385871,531991,6913.826700898588,682.9152759948652,779
562,b,c,1210.0,,,0,,,,16927322,2924960,17969.55626326964,3105.0530785562632,942
563,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",4278470,545236,5513.492268041237,702.6237113402062,776
564,d,c,6540.0,,,1,14.0,2013.0,"Jan,Apr,Jul,Oct",4306402,380646,5528.115532734275,488.6341463414634,779
565,a,c,160.0,7.0,2007.0,0,,,,5169769,617215,6636.4172015404365,792.3170731707318,779
566,a,a,3620.0,,,1,40.0,2013.0,"Jan,Apr,Jul,Oct",3845237,427157,4904.639030612245,544.843112244898,784
567,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",4083132,523036,5241.504492939666,671.4197689345315,779
568,d,c,4270.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",3809325,323256,4877.496798975672,413.90012804097313,781
569,a,a,1340.0,9.0,2006.0,0,,,,3543332,511836,4519.556122448979,652.8520408163265,784
570,a,a,180.0,11.0,2006.0,0,,,,3533080,515535,4535.404364569961,661.790757381258,779
571,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4815991,358047,7742.750803858521,575.6382636655949,622
572,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",5345670,443496,6888.75,571.5154639175257,776
573,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2472309,208622,3974.773311897106,335.40514469453376,622
574,d,a,4400.0,,,0,,,,6913915,517928,8898.217503217504,666.5740025740025,777
575,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3343994,307112,5367.566613162119,492.95666131621186,623
576,c,a,50.0,11.0,2006.0,0,,,,5474294,756615,6982.517857142857,965.0701530612245,784
577,a,c,2270.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",3883479,457367,4953.4170918367345,583.3762755102041,784
578,d,a,12700.0,4.0,2013.0,0,,,,7356117,697049,8164.39178690344,773.6392896781354,901
579,c,a,20970.0,11.0,2012.0,0,,,,6461297,709982,8294.347881899872,911.4017971758665,779
580,a,c,170.0,2.0,2009.0,0,,,,7994967,1256554,10197.661989795919,1602.7474489795918,784
581,a,a,7250.0,12.0,2013.0,0,,,,4154967,457777,5333.718870346598,587.6469833119384,779
582,a,a,120.0,,,0,,,,5492051,675115,7023.083120204604,863.3184143222506,782
583,a,a,2640.0,11.0,2002.0,0,,,,3363288,350283,4311.907692307693,449.08076923076925,780
584,d,a,1360.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec",3697954,338512,4734.89628681178,433.43405889884764,781
585,d,c,440.0,4.0,2014.0,0,,,,4449323,676591,5675.156887755102,862.9987244897959,784
586,a,c,250.0,10.0,2008.0,0,,,,11742401,1832458,15131.960051546392,2361.4149484536083,776
587,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6020227,427184,9663.285714285714,685.6886035313001,623
588,d,c,15720.0,3.0,2010.0,0,,,,4825215,518339,6154.610969387755,661.1466836734694,784
589,a,c,360.0,,,1,18.0,2013.0,"Feb,May,Aug,Nov",3537175,373858,4672.622192866578,493.8678996036988,757
590,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3872700,304273,4984.169884169884,391.5997425997426,777
591,a,c,3340.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec",4429448,387507,5700.705276705276,498.72200772200773,777
592,a,a,2540.0,6.0,2005.0,0,,,,3465390,444038,4448.5109114249035,570.01026957638,779
593,a,c,33060.0,3.0,2010.0,0,,,,7454238,965705,9507.956632653062,1231.766581632653,784
594,a,a,1790.0,10.0,2011.0,0,,,,3258199,358034,4155.866071428572,456.67602040816325,784
595,c,c,1130.0,6.0,2015.0,0,,,,11774982,1382516,15019.109693877552,1763.4132653061224,784
596,c,a,290.0,9.0,2006.0,0,,,,3532562,547535,4505.818877551021,698.3864795918367,784
597,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",3957495,566742,5080.224646983312,727.5250320924262,779
598,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3665006,453190,5892.2926045016075,728.6012861736334,622
599,d,c,580.0,11.0,2014.0,0,,,,7659466,686442,9769.727040816326,875.5637755102041,784
600,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",5485348,485495,6996.617346938776,619.2538265306123,784
601,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3807976,307941,4875.769526248399,394.29065300896286,781
602,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",4920431,479688,6300.167733674776,614.1971830985915,781
603,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",5297052,722465,6933.314136125655,945.6348167539267,764
604,d,a,10950.0,3.0,2014.0,0,,,,4953601,368077,7963.988745980708,591.7636655948553,622
605,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",5466800,395780,7026.735218508998,508.7146529562982,778
606,a,a,2260.0,11.0,2007.0,0,,,,4577941,486724,5839.210459183673,620.8214285714286,784
607,a,a,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3051294,323807,3901.910485933504,414.07544757033247,782
608,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",7275038,735209,9326.971794871795,942.5756410256411,780
609,a,a,2070.0,9.0,2007.0,0,,,,3636230,395622,4638.048469387755,504.6198979591837,784
610,a,a,660.0,1.0,2007.0,0,,,,3269954,405391,4197.630295250321,520.3992297817715,779
611,a,a,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3602813,305106,5792.303858520901,490.524115755627,622
612,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",4246423,264263,6816.088282504013,424.1781701444623,623
613,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5261587,782665,6728.372122762148,1000.8503836317135,782
614,a,a,1160.0,12.0,2012.0,0,,,,5140680,734125,6590.615384615385,941.1858974358975,780
615,d,a,730.0,8.0,2007.0,0,,,,7585401,968524,9712.421254801537,1240.1075544174137,781
616,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",6611772,646898,8487.512195121952,830.421052631579,779
617,a,c,8940.0,,,1,9.0,2011.0,"Jan,Apr,Jul,Oct",4960149,448262,6359.165384615385,574.6948717948718,780
618,d,c,9910.0,,,0,,,,5334682,394848,6830.578745198463,505.5672215108835,781
619,a,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2676841,266765,4303.602893890676,428.88263665594855,622
620,d,c,5440.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4835283,441221,7773.766881028939,709.3585209003215,622
621,a,a,30.0,7.0,2002.0,0,,,,4608739,628261,5916.224646983312,806.4967907573813,779
622,a,c,,,,0,,,,3385282,337120,4317.961734693878,430.0,784
623,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",5473895,639137,7127.467447916667,832.2096354166666,768
624,a,c,6920.0,9.0,2011.0,0,,,,5467853,531966,7019.06675224647,682.8831835686777,779
625,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov",4907852,480529,6300.195121951219,616.8536585365854,779
626,c,c,10740.0,11.0,2013.0,0,,,,7318373,647107,9382.529487179487,829.624358974359,780
627,c,c,3970.0,3.0,2010.0,0,,,,4679168,480797,5991.252240717029,615.617157490397,781
628,a,c,2180.0,,,0,,,,4885169,598144,6231.0829081632655,762.9387755102041,784
629,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",4760004,422113,7652.739549839228,678.6382636655949,622
630,a,a,1690.0,4.0,2015.0,0,,,,5403029,618196,6935.852374839538,793.5763799743261,779
631,d,c,2870.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",4233841,500538,5400.307397959184,638.4413265306123,784
632,a,a,3350.0,2.0,2010.0,0,,,,5510559,708433,7028.774234693878,903.6135204081633,784
633,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",4482889,341963,7207.2170418006435,549.7797427652733,622
634,d,a,18610.0,,,0,,,,5236366,507938,6713.289743589744,651.2025641025641,780
635,a,a,27530.0,4.0,2014.0,0,,,,4609211,465439,5909.244871794872,596.7166666666667,780
636,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3692957,445334,5927.699839486357,714.8218298555378,623
637,d,c,9790.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov",5415918,431086,8707.263665594855,693.0643086816721,622
638,d,a,10170.0,11.0,2001.0,0,,,,3713936,313767,6009.605177993528,507.7135922330097,618
639,a,a,7780.0,11.0,2006.0,0,,,,3688329,378581,4734.697047496791,485.98331193838254,779
640,d,c,8040.0,,,0,,,,8984969,685137,11533.978177150193,879.5083440308088,779
641,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",4490386,419152,5764.295250320924,538.0641848523749,779
642,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2845461,373828,3652.7098844672655,479.8818998716303,779
643,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",6267634,799871,7994.431122448979,1020.2436224489796,784
644,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5537010,609472,9353.057432432432,1029.5135135135135,592
645,a,a,90.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",8337410,1031306,10730.2574002574,1327.2921492921494,777
646,a,a,620.0,9.0,2014.0,0,,,,3126126,439386,5025.926045016077,706.4083601286173,622
647,a,c,7420.0,4.0,2013.0,0,,,,4527267,531153,5774.5752551020405,677.4910714285714,784
648,d,a,2130.0,12.0,2008.0,0,,,,5154013,478100,6573.996173469388,609.8214285714286,784
649,a,a,14570.0,11.0,2002.0,0,,,,2873358,301609,3683.7923076923075,386.67820512820515,780
650,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3975207,412899,6391.008038585209,663.8247588424438,622
651,a,a,200.0,,,0,,,,5932759,738819,7615.865211810013,948.4197689345315,779
652,a,a,20390.0,,,0,,,,5190629,532554,6637.632992327366,681.0153452685422,782
653,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",4608178,389640,5915.504492939666,500.17971758664953,779
654,c,a,6930.0,9.0,2006.0,0,,,,5050619,533663,6475.152564102564,684.1833333333333,780
655,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",6256703,535521,8031.711168164314,687.4467265725289,779
656,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2534495,296129,3245.192061459667,379.1664532650448,781
657,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",4698459,594536,6054.715206185567,766.1546391752578,776
658,d,c,520.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",4719829,466330,6058.83055198973,598.6264441591784,779
659,d,a,1590.0,3.0,2012.0,0,,,,4407938,535041,5643.966709346991,685.0717029449423,781
660,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2871525,309426,4616.599678456591,497.46945337620576,622
661,d,c,2140.0,7.0,2013.0,0,,,,5503903,453009,7157.221066319896,589.0884265279584,769
662,d,a,1070.0,,,0,,,,6616587,604735,8439.524234693878,771.3456632653061,784
663,a,c,7860.0,5.0,2005.0,0,,,,3623173,494265,4786.2258916776755,652.9260237780713,757
664,d,c,1680.0,10.0,2005.0,0,,,,3858158,469879,4946.3564102564105,602.4089743589743,780
665,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6360621,975872,8207.252903225806,1259.189677419355,775
666,c,c,2700.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",5451906,508809,7016.610038610039,654.8378378378378,777
667,d,c,2870.0,9.0,2012.0,0,,,,6879831,621178,8786.501915708812,793.330779054917,783
668,c,a,1270.0,9.0,2010.0,0,,,,7009629,906876,8940.853316326531,1156.7295918367347,784
669,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2807854,245019,4514.2347266881025,393.92122186495175,622
670,a,a,2060.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",4092358,435070,6589.94847020934,700.5958132045089,621
671,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",3691881,369379,5935.5,593.8569131832797,622
672,c,a,240.0,9.0,2002.0,0,,,,6892942,1083587,8837.105128205128,1389.2141025641026,780
673,d,c,15170.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",5536916,452784,7126.018018018018,582.7335907335907,777
674,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",6112239,756535,8193.349865951743,1014.1219839142091,746
675,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3341266,350178,4278.189500640205,448.37131882202306,781
676,b,b,1410.0,9.0,2008.0,0,,,,7057092,1549211,7687.464052287582,1687.5936819172114,918
677,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",4938047,396633,7938.98231511254,637.6736334405144,622
678,c,a,3250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",5686651,642924,7299.937098844673,825.3196405648267,779
679,a,a,4140.0,9.0,2012.0,0,,,,7796037,832152,9943.924744897959,1061.4183673469388,784
680,c,a,170.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",4080960,620159,5205.306122448979,791.0191326530612,784
681,a,c,620.0,,,1,1.0,2014.0,"Mar,Jun,Sept,Dec",2731676,375017,3561.5071707953066,488.9400260756193,767
682,b,a,150.0,9.0,2006.0,0,,,,10557379,1656830,11207.408704883228,1758.8428874734607,942
683,a,a,2850.0,7.0,2014.0,0,,,,7171315,688589,9147.085459183674,878.3022959183673,784
684,d,c,680.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",4802690,385149,7721.36655948553,619.2106109324759,622
685,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",5165199,477101,6630.550706033376,612.4531450577664,779
686,a,a,20050.0,4.0,2002.0,0,,,,4875320,587900,6250.410256410257,753.7179487179487,780
687,d,c,2770.0,,,0,,,,6522150,572085,8372.464698331194,734.3838254172016,779
688,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2820350,284035,3615.8333333333335,364.1474358974359,780
689,d,a,15040.0,10.0,2004.0,0,,,,5503014,557206,7046.112676056338,713.4519846350832,781
690,a,a,100.0,,,0,,,,4354600,617086,5589.987163029525,792.1514762516047,779
691,d,c,3030.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",6521018,484001,8371.011553273427,621.3106546854942,779
692,a,a,40.0,8.0,2001.0,0,,,,5132377,620914,6588.4172015404365,797.0654685494223,779
693,d,a,450.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",5160800,386231,6607.938540332906,494.5339308578745,781
694,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",5005559,482870,8047.522508038585,776.3183279742765,622
695,a,a,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",4201243,400312,5393.123234916559,513.8793324775353,779
696,a,c,430.0,,,0,,,,6154509,780542,7850.139030612245,995.5892857142857,784
697,d,a,3780.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",8301159,782616,10656.173299101412,1004.6418485237484,779
698,a,a,1790.0,5.0,2011.0,0,,,,12202270,1518304,15564.119897959185,1936.6122448979593,784
699,a,a,180.0,,,1,5.0,2013.0,"Jan,Apr,Jul,Oct",6373219,749312,8320.129242819843,978.2140992167102,766
700,a,c,830.0,,,1,27.0,2013.0,"Jan,Apr,Jul,Oct",3297857,399042,4356.482166446499,527.1360634081902,757
